Бумага,ISIN,"Текущий купон, %","Индикативная цена, %","Индикативная доходность, %","G-spread, бп",Ликвидность,Уровень ликвидности,"Δ индикатив. цены за 1 день, %","Δ индикатив. цены за 1 неделю, %","Δ индикатив. цены за 1 месяц, %","Δ индикатив. цены за 3 месяца, %","Дюрация, дней",Модифицированная дюрация,Оферта (call),"Срок до погашения, лет",Погашение,Страна,Эмитент,SPV,Сектор,Отрасль,Валюта,Статус,Купон,Периодичность купона,Тип ставки,Вид облигации,Непогаш. ном.,Рейтинг эмитента АКРА,Рейтинг эмитента Эксперт РА,Рейтинг эмитента НКР,Рейтинг эмитента НРА,Начало размещения,Окончание размещения,Дата торгов
"Вымпелком, 003Р-02",RU000A106TS3,"10,550",,,,,,,,,,,,,,14.02.2028,Россия,Вымпелком,,Корпоративный,Связь и телекоммуникация,RUB,В обращении,1-15 купоны - 10.55% годовых,4,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA.ru,,01.09.2023,20.01.2025,
"Вымпелком, 003Р-03",RU000A106TR5,"9,850","90,20","14,692","-0,90",5,средняя,"-0,11","-0,99","-1,24","-1,16","939,27","2,24",,"2,96",12.02.2029,Россия,Вымпелком,,Корпоративный,Связь и телекоммуникация,RUB,В обращении,1-15 купоны - 9.85% годовых,4,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA.ru,,01.09.2023,20.01.2025,27.02.2026
"Вымпелком, 003Р-04",RU000A106TV7,"8,020","86,58","14,188","-52,46",4,средняя,"-0,26","2,22","2,76",,"971,85","2,33",,"3,03",09.03.2029,Россия,Вымпелком,,Корпоративный,Связь и телекоммуникация,RUB,В обращении,1-15 купоны - 8.02% годовых,4,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA.ru,,01.09.2023,20.01.2025,27.02.2026
"Вымпелком, КО-01",RU000A105X15,"9,350",,,,,,,,,,,,22.02.2027,,24.02.2031,Россия,Вымпелком,,Корпоративный,Связь и телекоммуникация,RUB,В обращении,1-32 купоны - 9.35% годовых.,4,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA.ru,,06.03.2023,07.03.2023,
"Вымпелком, КО-02",RU000A105U34,"11,350",,,,,,,,,,,,31.12.2030,,31.01.2031,Россия,Вымпелком,,Корпоративный,Связь и телекоммуникация,RUB,В обращении,1-33 купоны 11.35% годовых,4,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA.ru,,10.02.2023,31.03.2023,
"Вымпелком, КО-04",RU000A105X72,"9,850",,,,,,,,,,,,18.02.2029,,27.02.2031,Россия,Вымпелком,,Корпоративный,Связь и телекоммуникация,RUB,В обращении,1-32 купоны - 9.85% годовых.,4,Фиксированная,Купонные,"1 000,000000",AA(RU),-,AA.ru,,09.03.2023,04.05.2023,
"ГК Азот, 001Р-01",RU000A10E291,"17,400","102,32","17,133","265,51",7,высокая,"0,04","0,01","0,97",,"573,62","1,34",,"4,77",03.12.2030,Россия,ГК Азот,,Корпоративный,Удобрения,RUB,В обращении,"1-24 купоны - 17.4% годовых, 25-60 купоны - ставку определяет эмитент",12,Фиксированная,Купонные,"1 000,000000",A+(RU),ruA+,AA-.ru,,29.12.2025,29.12.2025,27.02.2026
"ГК Азот, 001Р-02",RU000A10EA40,"16,500","100,34","17,570","305,51",,,"0,22","0,33",,,"616,20","1,44",,"4,91",25.01.2031,Россия,ГК Азот,,Корпоративный,Удобрения,RUB,В обращении,"1-24 купоны - 16.5% годовых, 25-60 купоны - ставку определяет эмитент.",12,Фиксированная,Купонные,"1 000,000000",A+(RU),ruA+,AA-.ru,,20.02.2026,20.02.2026,27.02.2026
"ГТЛК, 001P-02",RU000A0JX199,"9,000","115,05","4,385","-1 036,50",4,средняя,"0,00","0,00","13,03","1,97","1 114,19","2,92",,"5,74",24.11.2031,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-60 купоны - 9% годовых,4,Фиксированная,Купонные,"492,000000",AA-(RU),ruAA-,,,12.12.2016,12.12.2016,27.02.2026
"ГТЛК, 001P-04",RU000A0JXPG2,"12,330","99,10","20,623","706,16",5,средняя,"0,04","0,01","0,49","1,37","48,91","0,11",,"6,11",06.04.2032,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-24 купоны - 9.85% годовых, 25-36 купоны - 12.33% годовых, 37-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,25.04.2017,25.04.2017,27.02.2026
"ГТЛК, 001P-07",RU000A0ZYNY4,"11,700","95,43","18,596","445,65",6,средняя,"0,19","0,22","0,67","2,22","303,79","0,70",,"6,85",31.12.2032,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-20 купоны - Ключевая ставка ЦБ РФ + 0.75%, 21-36 купоны - 11.7% годовых, 37-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,19.01.2018,19.01.2018,27.02.2026
"ГТЛК, 001P-08",RU000A0ZYR91,"11,320","92,63","18,429","404,56",4,средняя,"0,14","-0,71","0,38","2,30","479,63","1,11",,"6,90",18.01.2033,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-2 купоны - 8.5% годовых, 3-18 купоны - Ключевая ставка ЦБ РФ + 0.65% годовых (процентная ставка каждого четного купонного периода равна процентной ставке предшествующего нечетного купонного периода), 19-38 купоны - 11.32% годовых, 39-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,06.02.2018,06.02.2018,27.02.2026
"ГТЛК, 001P-10",RU000A0ZZ984,"0,100","69,76","15,585","89,39",5,средняя,"5,11","1,92","6,47","8,52","913,70","2,17",,"7,23",20.05.2033,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-2 купоны - 8% годовых, 3-16 купоны - Ключевая ставка ЦБ РФ + 0.65%, 17-28 купоны - 13.32% годовых, 29 купон - 0.1% годовых, 30-41 купоны - 0.1% годовых, 42-60 купоны - ставку определяет эмитент.",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,08.06.2018,08.06.2018,27.02.2026
"ГТЛК, 001P-12",RU000A0ZZV11,"9,100","94,67","18,221","416,42",6,средняя,"-0,04","-0,06","0,90","2,70","257,46","0,60",,"7,69",04.11.2033,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-12 купоны - 9.9% годовых, 13-32 купоны - 9.1% годовых, 33-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,23.11.2018,23.11.2018,27.02.2026
"ГТЛК, 001P-13",RU000A1003A4,"9,570","93,47","18,439","426,05",5,средняя,"-0,35","-0,74","-0,46","2,26","327,47","0,76",,"7,90",20.01.2034,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-12 купоны - 9.5% годовых, 13-32 купоны - 9.57% годовых, 33-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,08.02.2019,08.02.2019,27.02.2026
"ГТЛК, 001P-14",RU000A100FE5,"11,390","97,12","18,360","445,04",5,средняя,"0,06","0,14","0,87","2,31","184,95","0,43",,"8,24",25.05.2034,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-14 купоны - 8.85% годовых, 15-29 купоны - 11.39% годовых, 30-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,13.06.2019,13.06.2019,27.02.2026
"ГТЛК, 001P-16",RU000A101GD3,"6,950","89,55","15,960","154,93",6,средняя,"0,10","0,58","-2,53","-0,85","504,39","1,19",,"1,97",17.02.2028,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-32 купоны - 6.95% годовых.,4,Фиксированная,Купонные,"250,000000",AA-(RU),ruAA-,,,27.02.2020,27.02.2020,27.02.2026
"ГТЛК, 001P-17",RU000A101QL5,"7,440","97,68","18,421","474,34",7,высокая,"0,03","0,01","1,11","2,83","89,95","0,21",,"9,21",14.05.2035,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-24 купоны - 7.44% годовых, 25-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,01.06.2020,01.06.2020,27.02.2026
"ГТЛК, 001P-18",RU000A101SC0,"7,840","89,87","17,936","360,36",4,средняя,"-0,01","0,21","0,98","2,40","436,91","1,01",,"9,24",23.05.2035,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-28 купоны - 7.84% годовых, 29-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,10.06.2020,10.06.2020,27.02.2026
"ГТЛК, 001P-19",RU000A101SD8,"7,970","85,21","16,821","221,55",6,средняя,"-1,06","0,58","1,71","5,02","743,65","1,74",,"9,24",23.05.2035,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-32 купоны - 7.97% годовых, 33-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,10.06.2020,10.06.2020,27.02.2026
"ГТЛК, 002P-07",RU000A10AU73,"24,000","103,13","17,760","393,11",7,высокая,"0,10","0,30","-0,42","-1,62","149,69","0,35",,"0,43",04.08.2026,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-18 купоны - 24% годовых,12,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,10.02.2025,24.02.2025,27.02.2026
"ГТЛК, 002P-08",RU000A10BQB0,"19,500","108,80","15,886","133,46",7,высокая,"0,62","0,52","0,38","1,11","662,29","1,57",,"2,22",18.05.2028,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-36 купоны - 19.5% годовых,12,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,03.06.2025,03.06.2025,27.02.2026
"ГТЛК, 002P-09",RU000A10C6F7,"16,750","101,63","17,170","256,50",7,высокая,"0,41","0,17","1,14","2,40","742,01","1,73",,"3,35",04.07.2029,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-48 купоны - 16.75% годовых.,12,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,25.07.2025,25.07.2025,27.02.2026
"ГТЛК, 002Р-02",RU000A105KB0,"11,700","96,72","17,371","330,19",4,средняя,"0,19","0,91","1,15","1,86","264,10","0,62",,"11,73",17.11.2037,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-16 купоны - 11.7% годовых, 17-60 купоны - ставку определяет эмитент",4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,06.12.2022,06.12.2022,27.02.2026
"ГТЛК, 002Р-04",RU000A10A3Z4,"25,000","113,55","17,073","265,10",7,высокая,"1,33","-1,10","-2,44","-1,67","515,71","1,21",,"3,66",25.10.2029,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,"1-36 купоны - 25% годовых, 37-60 купоны - ставку определяет эмитент",12,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,20.11.2024,28.12.2024,27.02.2026
"ГТЛК, 003Р-01",RU000A106PM4,"1,500",,,,,,,,,,,,,,12.05.2043,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-79 купоны - 1.5% годовых.,4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,09.08.2023,09.08.2023,
"ГТЛК, 003Р-02",RU000A106PS1,"1,500",,,,,,,,,,,,,,11.04.2040,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-67 купоны - 1.5% годовых.,4,Фиксированная,Купонные,"977,860000",AA-(RU),ruAA-,,,09.08.2023,09.08.2023,
"ГТЛК, 003Р-03",RU000A106F73,"1,500",,,,,,,,,,,,,,28.11.2039,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-66 купоны - 1.5% годовых.,4,Фиксированная,Купонные,"959,930000",AA-(RU),ruAA-,,,27.06.2023,26.09.2023,
"ГТЛК, 003Р-04",RU000A107AL6,"1,500",,,,,,,,,,,,,,30.11.2043,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-80 купоны - 1.5% годовых,4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,30.11.2023,30.11.2023,
"ГТЛК, 003Р-05",RU000A107AN2,"1,500",,,,,,,,,,,,,,30.11.2035,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-48 купоны - 1.5% годовых,4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,30.11.2023,30.11.2023,
"ГТЛК, 003Р-06",RU000A108KF5,"1,500",,,,,,,,,,,,,,31.10.2040,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-66 купоны - 1.5% годовых.,4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,30.05.2024,30.05.2024,
"ГТЛК, 003Р-08",RU000A10BM64,"1,500",,,,,,,,,,,,,,22.10.2041,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-66 купоны - 1.5% годовых.,4,Фиксированная,Купонные,"1 000,000000",AA-(RU),ruAA-,,,22.05.2025,22.05.2025,
"ГТЛК, 004Р-01",RU000A106PU7,"1,500",,,,,,,,,,,,,,12.06.2039,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-64 купоны - 1.5% годовых.,4,Фиксированная,Купонные,"922,550000",AA-(RU),ruAA-,,,09.08.2023,09.08.2023,
"ГТЛК, 004Р-02",RU000A106F57,"1,500",,,,,,,,,,,,,,28.11.2039,Россия,ГТЛК,,Корпоративный,Лизинг и аренда,RUB,В обращении,1-66 купоны - 1.5% годовых.,4,Фиксированная,Купонные,"959,880000",AA-(RU),ruAA-,,,27.06.2023,27.06.2023,
