Бумага,ISIN,Эмитент,Отрасль,Рейтинг эмитента АКРА,rating_score,"Индикативная доходность, %",dur_years,Ликвидность,score
"НКНХ, 001P-02",RU000A103QQ0,НКНХ,Химическая и нефтехимическая промышленность,AAA(RU),6.0,15.173,0.5431232876712329,4.0,132.0
"Sber CIB, CIB-СО-549",RU000A106JS4,Sber CIB,Финансовые рынки,AAA(RU),6.0,14.699,4.46027397260274,4.0,132.2
"Синара-Транспортные Машины, 001Р-03",RU000A105M91,Синара-Транспортные Машины,Прочее машиностроение и приборостроение,A(RU),1.0,18.202,1.5052876712328767,5.0,132.20000000000002
"РЕСО-Лизинг, БО-П-16",RU000A10AV23,РЕСО-Лизинг,Лизинг и аренда,AA-(RU),3.0,16.244,0.8840821917808219,6.0,132.3
"Инарктика, 002Р-01",RU000A107W48,Инарктика,Производство продуктов и напитков,A+(RU),2.0,16.049,0.9468493150684932,7.0,132.3
"АФК Система, 001P-06",RU000A0JXN21,АФК Система,Холдинги,AA-(RU),3.0,16.069,0.9981369863013698,6.0,132.4
"Ростелеком, 001P-04R",RU000A0ZYYE3,Ростелеком,Связь и телекоммуникация,AAA(RU),6.0,14.674,0.9073150684931507,5.0,132.6
"Сбербанк России, ИОС_PRT_RBChips-7Y-001Р-464R",RU000A103LE7,Сбербанк России,Банки,AAA(RU),6.0,13.585,2.5671232876712327,4.0,133.29999999999998
"Роснефть, 002P-09",RU000A100YQ0,Роснефть,Нефтегазовая отрасль,AAA(RU),6.0,12.769,3.065917808219178,4.0,133.3
"Автодор (Государственная компания), БО-003P-02",RU000A104XR2,Автодор (Государственная компания),Строительство сооружений,AA(RU),4.0,15.953,1.2715890410958903,5.0,133.4
"Элемент Лизинг, 001P-09",RU000A1092S9,Элемент Лизинг,Лизинг и аренда,A(RU),1.0,18.357,0.6566849315068493,6.0,133.9
"Роснефть, 002P-06",RU000A1008P1,Роснефть,Нефтегазовая отрасль,AAA(RU),6.0,12.834,2.652,4.0,134.5
"Элемент Лизинг, 001P-08",RU000A108C58,Элемент Лизинг,Лизинг и аренда,A(RU),1.0,18.281,0.5526301369863014,6.0,135.79999999999998
"ВЭБ.РФ, 18",RU000A0JT403,ВЭБ.РФ,Институты развития и государственные агентства,AAA(RU),6.0,12.535,1.3674520547945206,5.0,136.10000000000002
"РЖД, 001P-15R",RU000A1009L8,РЖД,Железнодорожный транспорт,AAA(RU),6.0,13.615,1.052958904109589,5.0,136.3
"Сбербанк России, ИОС_PRT_SBRBCI10-7Y-001Р-486R",RU000A103ZJ6,Сбербанк России,Банки,AAA(RU),6.0,14.196,2.758904109589041,3.0,136.4
"ЛК Европлан, БО-03",RU000A100W60,ЛК Европлан,Лизинг и аренда,AA(RU),4.0,15.973,0.9564931506849316,5.0,137.6
"А101, БО-001P-01",RU000A108KU4,А101,Строительство зданий,A+(RU),2.0,16.667,1.1027397260273972,6.0,138.79999999999998
"Альфа-Банк, 002Р-26",RU000A107TH4,Альфа-Банк,Банки,AA+(RU),5.0,14.999,0.9238356164383561,7.0,138.9
"Славнефть, 001P-01",RU000A101T64,Славнефть,Нефтегазовая отрасль,AA(RU),4.0,15.543,1.1334794520547946,6.0,139.0
"Сбербанк России, ИОС_PRT_RBChips-7Y-001Р-461R",RU000A103HE5,Сбербанк России,Банки,AAA(RU),6.0,14.055,2.5095890410958903,3.0,139.60000000000002
"Сбербанк России, ИОС_PRT_RBChips-7Y-001Р-449R",RU000A103AP6,Сбербанк России,Банки,AAA(RU),6.0,13.968,2.4054794520547946,3.0,141.1
"Газпромбанк, 001Р-26P",RU000A1064G3,Газпромбанк,Банки,AA+(RU),5.0,15.416,0.6214520547945206,6.0,141.6
"Банк ВТБ (ПАО), Б-1-244",RU000A103TZ5,Банк ВТБ (ПАО),Банки,AAA(RU),6.0,11.865,2.4051780821917808,4.0,142.00000000000003
"Сбербанк России, ИОС_PRT_TAN-7Y-001Р-467R",RU000A103MW7,Сбербанк России,Банки,AAA(RU),6.0,13.469,2.6,3.0,143.3
"Сбербанк России, ИОС_PRT_SBRBCI10-7Y-001Р-513R",RU000A104CS4,Сбербанк России,Банки,AAA(RU),6.0,12.617,2.9315068493150687,3.0,143.8
"ГТЛК, 002Р-02",RU000A105KB0,ГТЛК,Лизинг и аренда,AA-(RU),3.0,17.371,0.7235616438356165,4.0,145.0
"ГТЛК, 001P-10",RU000A0ZZ984,ГТЛК,Лизинг и аренда,AA-(RU),3.0,15.585,2.5032876712328767,5.0,145.7
"Группа ЛСР, 001P-09",RU000A1082X0,Группа ЛСР,Строительство зданий,A(RU),1.0,17.469,0.9477534246575343,5.0,146.20000000000002
"Совкомбанк Лизинг, БО-П17",RU000A10DTS4,Совкомбанк Лизинг,Лизинг и аренда,AA-(RU),3.0,15.268,2.2503287671232877,6.0,146.8
"Инарктика, 002Р-02",RU000A10B8R9,Инарктика,Производство продуктов и напитков,A+(RU),2.0,15.759,1.74813698630137,6.0,147.9
"Газпромбанк, 004P-21",RU000A10BPD8,Газпромбанк,Банки,AA+(RU),5.0,15.492,1.336876712328767,4.0,148.1
"Сбербанк России, ИОС_PRT_GAZP-5Y-001Р-495R",RU000A1044Y8,Сбербанк России,Банки,AAA(RU),6.0,14.044,0.7863013698630137,4.0,148.8
"ГТЛК, БО-08",RU000A0JWST1,ГТЛК,Лизинг и аренда,AA-(RU),3.0,15.811,0.5093150684931507,6.0,149.20000000000002
"Sber CIB, CIB-СО-552",RU000A0NR896,Sber CIB,Финансовые рынки,AAA(RU),6.0,8.283,2.6356164383561644,4.0,149.6
"Роснефть, 001P-02",RU000A0JX355,Роснефть,Нефтегазовая отрасль,AAA(RU),6.0,11.774,0.7668767123287672,5.0,150.60000000000002
"ВсеИнструменты.ру, 001Р-06",RU000A10B3Y6,ВсеИнструменты.ру,Онлайн-ретейл,A(RU),1.0,16.845,0.5006027397260274,6.0,151.29999999999998
"ЛК Европлан, БО-07",RU000A0JWVL2,ЛК Европлан,Лизинг и аренда,AA(RU),4.0,15.519,0.5418356164383562,6.0,151.3
"Сбербанк России, ИОС_PRT_IMOEX-5Y-001Р-409R",RU000A103TL5,Сбербанк России,Банки,AAA(RU),6.0,14.209,0.6136986301369863,4.0,151.3
"АФК Система, 001P-05",RU000A0JWZY6,АФК Система,Холдинги,AA-(RU),3.0,15.651,0.682958904109589,6.0,151.5
"Инарктика, 002Р-04",RU000A10DHX9,Инарктика,Производство продуктов и напитков,A+(RU),2.0,15.544,2.2047945205479453,6.0,151.7
"Сбербанк России, ИОС_PRT_GAZP-5Y-001Р-506R",RU000A104AF5,Сбербанк России,Банки,AAA(RU),6.0,13.189,0.8821917808219178,4.0,151.9
"Россети, БО-05",RU000A1056S4,Россети,Электроэнергетика,AAA(RU),6.0,11.984,0.5585753424657535,5.0,153.3
"Сбербанк России, ИОС_PRT_RBChips-7Y-001Р-425R",RU000A102TH5,Сбербанк России,Банки,AAA(RU),6.0,11.827,2.0794520547945203,3.0,153.79999999999998
"Сбербанк России, ИОС_PRT_USAM-7Y-001Р-480R",RU000A103VQ0,Сбербанк России,Банки,AAA(RU),6.0,9.43,2.682191780821918,3.0,154.1
"Газпромбанк, 001Р-20Р",RU000A102LU5,Газпромбанк,Банки,AA+(RU),5.0,15.094,2.7133698630136984,4.0,154.1
"Сбербанк России, ИОС_PRT_USAM-7Y-001Р-473R",RU000A103RW6,Сбербанк России,Банки,AAA(RU),6.0,9.295,2.6465753424657534,3.0,155.8
"ВсеИнструменты.ру, 001P-03",RU000A109VK0,ВсеИнструменты.ру,Онлайн-ретейл,A(RU),1.0,15.799,1.0055068493150685,6.0,156.70000000000002
"Сбербанк России, ИОС_PRT_SBRBCI10-7Y-001Р-498R",RU000A1044V4,Сбербанк России,Банки,AAA(RU),6.0,8.684,2.835616438356164,3.0,156.90000000000003
"Банк ВТБ (ПАО), Б-1-388",RU000A10DMF6,Банк ВТБ (ПАО),Банки,AAA(RU),6.0,12.054,0.8273972602739726,4.0,157.4
"Сбербанк России, ИОС-BSK_FIX_MEM-5Y-001Р-482R",RU000A103Y16,Сбербанк России,Банки,AAA(RU),6.0,14.388,0.736986301369863,3.0,157.8
"Сбербанк России, ИОС-BSK_FIX_MEM-5Y-001Р-527R",RU000A104JX9,Сбербанк России,Банки,AAA(RU),6.0,11.866,1.3972602739726028,3.0,158.1
"ДОМ.РФ, 30",RU000A0JUKX4,ДОМ.РФ,Институты развития и государственные агентства,AAA(RU),6.0,8.701,1.357945205479452,4.0,158.2
"Автодор (Государственная компания), БO-004P-01",RU000A103NU9,Автодор (Государственная компания),Строительство сооружений,AA(RU),4.0,15.928,0.5090958904109589,4.0,159.0
"Сбербанк России, ИОС_PRT_IMOEX-5Y-001Р-478R",RU000A103UR0,Сбербанк России,Банки,AAA(RU),6.0,12.423,0.6520547945205479,4.0,160.4
"Сбербанк России, ИОС_PRTACm_MOEXFN-5Y-001Р-588R",RU000A106XR7,Сбербанк России,Банки,AAA(RU),6.0,7.407,2.665260273972603,3.0,160.4
"Сбербанк России, ИОС-BSK_FIX_MEM-5Y-001Р-525R",RU000A104KK4,Сбербанк России,Банки,AAA(RU),6.0,11.697,1.3205479452054794,3.0,161.3
"Росагролизинг, 001P-03",RU000A103QL1,Росагролизинг,Лизинг и аренда,AA-(RU),3.0,16.089,0.5298630136986302,4.0,162.5
"Sber CIB, CIB-СО-546",RU000A106JP0,Sber CIB,Финансовые рынки,AAA(RU),6.0,7.213,2.4657534246575343,3.0,162.70000000000002
"Почта России, БО-001P-02",RU000A0JXRD5,Почта России,Почтовая и курьерская служба,AA(RU),4.0,15.491,1.0975616438356164,4.0,162.89999999999998
"Sber CIB, CIB-СО-550",RU000A106JT2,Sber CIB,Финансовые рынки,AAA(RU),6.0,5.829,2.5123287671232877,3.0,165.9
"Сбербанк России, ИОС-BSK_FIX_MEM-5Y-001Р-528R",RU000A104KE7,Сбербанк России,Банки,AAA(RU),6.0,6.066,1.2767123287671234,4.0,165.9
"Сбербанк России, ИОС_PRT_IMOEX-5Y-001Р-510R",RU000A104AH1,Сбербанк России,Банки,AAA(RU),6.0,11.989,0.9013698630136986,3.0,166.3
"Группа ЛСР, 001P-07",RU000A103PX8,Группа ЛСР,Строительство зданий,A(RU),1.0,16.258,0.5208767123287671,5.0,167.4
"Сбербанк России, ИОС_PRT_RBChips-5Y-001Р-408R",RU000A104Y31,Сбербанк России,Банки,AAA(RU),6.0,7.889,1.4328767123287671,3.0,168.39999999999998
"Вымпелком, 003Р-03",RU000A106TR5,Вымпелком,Связь и телекоммуникация,AA(RU),4.0,14.692,2.5733424657534245,5.0,169.79999999999998
"ТГК-1, БО-001P-01",RU000A105NB4,ТГК-1,Электроэнергетика,AA+(RU),5.0,15.185,0.7799452054794521,4.0,170.4
"Сбербанк России, ИОС_PRT_IMOEX-3Y-001Р-608R",RU000A107S77,Сбербанк России,Банки,AAA(RU),6.0,8.809,0.9972602739726028,3.0,172.4
"Сбербанк России, ИОС_PRT_SBRBCI10-5Y-001Р-481R",RU000A103X90,Сбербанк России,Банки,AAA(RU),6.0,10.651,0.7397260273972602,3.0,173.20000000000002
"Банк ВТБ (ПАО), Б-1-387",RU000A10DME9,Банк ВТБ (ПАО),Банки,AAA(RU),6.0,10.098,0.8,3.0,173.5
"Сбербанк России, ИОС_PRT_IMOEX-5Y-001Р-496R",RU000A1044X0,Сбербанк России,Банки,AAA(RU),6.0,10.003,0.7863013698630137,3.0,174.00000000000003
"Банк ВТБ (ПАО), Б-1-383",RU000A10D681,Банк ВТБ (ПАО),Банки,AAA(RU),6.0,6.594,0.7041095890410959,4.0,174.7
"Альфа-Банк, БО-39",RU000A0ZYWB3,Альфа-Банк,Банки,AA+(RU),5.0,13.787,1.316986301369863,5.0,174.80000000000004
"Сбербанк России, ИОС_PRT_SBRBCI10-5Y-001Р-479R",RU000A103VP2,Сбербанк России,Банки,AAA(RU),6.0,6.704,0.6821917808219178,4.0,175.1
"Sber CIB, CIB-СО-556",RU000A0NR8D0,Sber CIB,Финансовые рынки,AAA(RU),6.0,6.44,4.802739726027397,3.0,176.2
"Банк ВТБ (ПАО), Б-1-216",RU000A103166,Банк ВТБ (ПАО),Банки,AAA(RU),6.0,10.638,0.6273698630136987,3.0,176.60000000000002
"РЕСО-Лизинг, БО-П-23",RU000A10AHC9,РЕСО-Лизинг,Лизинг и аренда,AA-(RU),3.0,13.738,0.7456164383561643,7.0,177.29999999999998
"Банк ВТБ (ПАО), Б-1-217",RU000A103174,Банк ВТБ (ПАО),Банки,AAA(RU),6.0,8.725,0.7424383561643836,3.0,178.3
"Газпромбанк, 004P-20",RU000A10BPC0,Газпромбанк,Банки,AA+(RU),5.0,15.023,1.3286575342465752,3.0,178.60000000000002
"МЕДСИ, 001P-03",RU000A106K27,МЕДСИ,Медицинские услуги,AA-(RU),3.0,15.026,0.5978630136986302,6.0,180.40000000000003
"Сбербанк России, ИОС_PRTACy_ROSN-3Y-001Р-581R",RU000A106RY5,Сбербанк России,Банки,AAA(RU),6.0,8.752,0.5726027397260274,3.0,181.4
"Абрау-Дюрсо, 002P-01",RU000A10C6W2,Абрау-Дюрсо,Производство продуктов и напитков,A+(RU),2.0,15.202,0.8387397260273972,6.0,181.5
"Вымпелком, 003Р-04",RU000A106TV7,Вымпелком,Связь и телекоммуникация,AA(RU),4.0,14.188,2.6626027397260277,4.0,182.7
"Газпромбанк, 004Р-01",RU000A107AS1,Газпромбанк,Банки,AA+(RU),5.0,14.748,0.8301369863013699,4.0,186.3
"Сбербанк России, ИОС-SBER-BNR-1Y-001Р-747R",RU000A10C931,Сбербанк России,Банки,AAA(RU),6.0,6.95,0.4986301369863014,3.0,187.9
"АФК Система, 001P-04",RU000A0JWYQ5,АФК Система,Холдинги,AA-(RU),3.0,13.91,0.6254246575342466,6.0,195.60000000000002
"Почта России, БО-04",RU000A0JXMP0,Почта России,Почтовая и курьерская служба,AA(RU),4.0,12.671,0.9675616438356165,5.0,195.9
"ПСБ Лизинг, БО-П01",RU000A10AA10,ПСБ Лизинг,Лизинг и аренда,AA(RU),4.0,10.686,0.6873698630136986,6.0,197.70000000000002
"Газпромбанк, 004P-05",RU000A1084F3,Газпромбанк,Банки,AA+(RU),5.0,13.683,1.158794520547945,3.0,198.0
"Газпромбанк, 004P-03",RU000A107Q95,Газпромбанк,Банки,AA+(RU),5.0,13.172,1.0026301369863013,3.0,202.60000000000002
"Газпромбанк, 004P-28",RU000A10CQH5,Газпромбанк,Банки,AA+(RU),5.0,8.233,2.5887123287671234,3.0,203.7
"ЛК Европлан, БО-06",RU000A100DG5,ЛК Европлан,Лизинг и аренда,AA(RU),4.0,12.269,0.6791232876712329,5.0,204.6
"Газпромбанк, 004P-33",RU000A10D6L4,Газпромбанк,Банки,AA+(RU),5.0,6.548,2.7503561643835615,3.0,205.5
"Газпромбанк, 004P-04",RU000A107VZ2,Газпромбанк,Банки,AA+(RU),5.0,12.214,1.0820821917808219,3.0,205.60000000000002
"Газпромбанк, 004P-32",RU000A10D2W0,Газпромбанк,Банки,AA+(RU),5.0,6.458,2.6736438356164385,3.0,206.90000000000003
"Газпромбанк, 004P-12",RU000A109EG4,Газпромбанк,Банки,AA+(RU),5.0,11.327,0.673972602739726,4.0,208.4
"Газпромбанк, 004P-18",RU000A10B5S3,Газпромбанк,Банки,AA+(RU),5.0,10.592,1.1697534246575343,3.0,210.00000000000003
"Западный скоростной диаметр, 04",RU000A0JS4K9,Западный скоростной диаметр,Вспомогательная транспортная деятельность,AA(RU),4.0,9.123,4.65304109589041,4.0,211.4
"Западный скоростной диаметр, 02",RU000A0JRJL7,Западный скоростной диаметр,Вспомогательная транспортная деятельность,AA(RU),4.0,10.649,4.035671232876712,3.0,212.20000000000002
"Газпромбанк, 004P-15",RU000A10AG30,Газпромбанк,Банки,AA+(RU),5.0,11.068,0.9260273972602739,3.0,212.8
"Западный скоростной диаметр, 01",RU000A0JRJB8,Западный скоростной диаметр,Вспомогательная транспортная деятельность,AA(RU),4.0,9.278,4.0712602739726025,3.0,215.8
"Газпромбанк, 004P-35",RU000A10DQ19,Газпромбанк,Банки,AA+(RU),5.0,9.398,0.8273972602739726,3.0,218.0
"Почта России, БО-03",RU000A0JWTL6,Почта России,Почтовая и курьерская служба,AA(RU),4.0,5.243,0.5005479452054794,5.0,226.0
"РЕСО-Лизинг, БО-П-01",RU000A1035H1,РЕСО-Лизинг,Лизинг и аренда,AA-(RU),3.0,7.98,0.7018356164383562,4.0,236.1
"РЕСО-Лизинг, БО-П-26",RU000A108UR9,РЕСО-Лизинг,Лизинг и аренда,AA-(RU),3.0,6.477,1.389972602739726,3.0,236.20000000000002
"РЕСО-Лизинг, БО-05",RU000A0JWVT5,РЕСО-Лизинг,Лизинг и аренда,AA-(RU),3.0,7.608,0.559013698630137,4.0,239.10000000000002
